Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0002064,142.989.445-81,Leonardo Machado,92.22,20,Administração,Belo Horizonte
A0002065,193.354.723-52,Simone Magalhães,33.32,30,Biologia,Manaus
A0002066,925.114.915-16,Camila Melo,66.19,25,Medicina,Curitiba
A0002067,483.980.552-00,Adriel Chagas,86.88,27,Biologia,São Paulo
A0002068,491.849.303-30,Paulo Machado,26.98,28,Engenharia,Curitiba
A0002069,488.398.592-09,Adriel Maia,8.84,20,Engenharia,Manaus
A0002070,182.522.238-00,Alan Bastos,90.3,23,Psicologia,Salvador
A0002071,392.240.366-27,Wallace Pimentel,89.85,21,Biologia,Belo Horizonte
A0002072,308.372.796-82,Sérgio Silva,14.37,20,Psicologia,Curitiba
A0002073,850.035.356-27,Giselle Vasconcelos,67.62,20,Administração,Manaus
A0002074,813.606.515-27,Paula Jesus,43.45,28,Medicina,São Paulo
A0002075,283.933.682-00,Isabela Lima,38.57,26,Medicina,Salvador
A0002076,264.223.753-28,Juliana Vieira,25.57,20,Biologia,Porto Alegre
A0002077,553.228.373-70,Patrícia Ribeiro,72.07,23,Administração,Rio de Janeiro
A0002078,832.781.198-35,Marcelo Alves,51.93,19,Biologia,Manaus
A0002079,651.936.007-43,Fernanda Gonçalves,91.07,21,Computação,Curitiba
A0002080,933.908.737-24,Alexandre Viana,28.13,23,Psicologia,Recife
A0002081,352.566.717-58,Luiz Rodrigues,38.42,24,Biologia,Curitiba
A0002082,741.887.618-14,Emerson Ferreira,77.33,30,Computação,Recife
A0002083,178.186.059-91,Priscila Reis,88.85,23,Engenharia,Curitiba
A0002084,991.572.504-30,Roberto Queiroz,92.03,18,Arquitetura,Brasília
A0002085,290.370.253-58,Tatiane Vieira,64.34,17,Computação,São Paulo
A0002086,003.311.294-00,Maria Souza,58.72,27,Direito,Belo Horizonte
A0002087,937.470.398-04,Marina Lima,32.12,29,Biologia,Salvador
A0002088,767.468.709-01,Guilherme Pinheiro,87.88,28,Computação,São Paulo
A0002089,696.815.084-08,Caio Brandão,50.69,24,Computação,Salvador
A0002090,601.729.380-07,Enzo Morais,44.44,17,Direito,Brasília
A0002091,028.181.716-28,Raquel Oliveira,77.2,23,Arquitetura,Brasília
A0002092,496.227.221-72,William Figueira,91.16,17,Computação,Recife
A0002093,643.575.241-99,Luciana Maciel,71.64,18,Direito,Salvador
A0002094,294.972.077-35,Stephanie Maia,86.21,26,Medicina,São Paulo
A0002095,287.725.868-85,Felipe Andrade,87.92,28,Biologia,Belo Horizonte
A0002096,050.462.225-07,Evandro Maia,22.36,30,Biologia,Salvador
A0002097,956.237.309-65,Levi Soares,13.16,26,Medicina,Porto Alegre
A0002098,099.717.272-00,Amanda Branco,35.46,22,Computação,Curitiba
A0002099,556.246.847-62,Manuela Valente,77.68,17,Medicina,Porto Alegre
A0002100,592.545.746-35,Joana Cardoso,81.14,19,Medicina,Curitiba
A0002101,128.006.599-04,Carla Morais,58.3,20,Biologia,Belo Horizonte
A0002102,911.684.203-00,André Jesus,39.08,25,Biologia,Rio de Janeiro
A0002103,609.853.509-46,Vanessa Nogueira,35.52,27,Biologia,Curitiba
A0002104,851.151.377-98,Ivan Jesus,65.54,23,Medicina,Manaus
A0002105,432.323.960-20,Cláudio Coelho,77.29,28,Administração,Porto Alegre
A0002106,971.313.077-42,Hélio Vasconcelos,32.41,17,Biologia,Rio de Janeiro
A0002107,678.052.233-35,Larissa Torres,35.06,24,Direito,São Paulo
A0002108,106.277.688-73,Pedro Tavares,66.46,30,Administração,Manaus
A0002109,974.012.727-41,Alexandre Torres,89.0,17,Arquitetura,Belo Horizonte
A0002110,816.694.205-40,Bruna Ferraz,27.07,24,Medicina,São Paulo
A0002111,204.457.954-50,Bruno Henriques,33.64,18,Administração,Brasília
A0002112,416.309.789-90,Priscila Monteiro,22.93,20,Medicina,Curitiba
A0002113,875.391.303-50,Stephanie Mendes,24.7,20,Administração,Belo Horizonte
A0002114,707.468.365-54,Pedro Assis,96.19,25,Medicina,Belo Horizonte
A0002115,222.783.877-90,João Peixoto,66.83,24,Biologia,São Paulo
A0002116,113.199.990-85,Cristiane Cruz,38.21,20,Engenharia,Recife
A0002117,441.625.892-59,Luiz Morais,44.29,29,Administração,Salvador
A0002118,933.879.362-14,Antonio Miranda,17.87,17,Engenharia,Salvador
A0002119,421.234.134-45,Frederico Costa,89.17,18,Engenharia,Porto Alegre
A0002120,738.425.483-38,Priscila Dutra,48.93,19,Direito,Belo Horizonte
A0002121,959.693.581-00,Daniel Freitas,60.81,21,Psicologia,Brasília
A0002122,840.415.868-10,Felipe Dias,87.82,26,Medicina,Recife
A0002123,420.411.359-13,Matheus Xavier,78.08,24,Medicina,Manaus
A0002124,429.010.068-68,Sérgio Maciel,96.59,17,Direito,Belo Horizonte
A0002125,414.484.728-49,Douglas Maciel,3.52,24,Biologia,Recife
A0002126,202.061.105-88,Michael Guimarães,5.95,29,Medicina,Brasília
A0002127,194.887.712-08,Isabela Nogueira,28.47,28,Direito,Recife
A0002128,496.540.805-59,Daniel Gonçalves,22.87,30,Arquitetura,Curitiba
A0002129,969.742.793-37,Felipe Vieira,23.41,30,Direito,Belo Horizonte
A0002130,133.007.123-94,Giselle Melo,52.2,30,Direito,Brasília
A0002131,155.854.708-84,Thiago Maciel,88.69,19,Computação,Brasília
A0002132,003.715.115-00,Letícia Azevedo,80.08,24,Biologia,Manaus
A0002133,513.202.920-54,Eliane Dutra,8.46,23,Arquitetura,Rio de Janeiro
A0002134,048.969.882-48,Carolina Rocha,71.61,29,Administração,Belo Horizonte
A0002135,137.636.253-80,Paulo Valente,75.51,30,Medicina,São Paulo
A0002136,262.501.495-46,Stephanie Souza,28.17,26,Biologia,Brasília
A0002137,227.336.318-45,Levi Souza,25.63,29,Direito,Recife
A0002138,465.143.424-00,Daniel Ferraz,69.55,28,Computação,Salvador
A0002139,948.561.349-06,André Rocha,46.12,20,Administração,Rio de Janeiro
A0002140,034.879.498-30,Priscila Nogueira,76.0,19,Psicologia,Brasília
A0002141,414.280.340-99,Jackson Duarte,20.93,28,Biologia,Manaus
A0002142,363.443.257-80,Marcelo Borges,9.08,23,Arquitetura,Belo Horizonte
A0002143,669.798.644-16,Marcelo Costa,74.35,26,Administração,Curitiba
A0002144,893.998.220-79,Alexandre Sampaio,70.07,19,Computação,Recife
A0002145,567.357.918-78,Aline Santos,95.36,21,Administração,Manaus
A0002146,197.895.947-80,Jorge Barbosa,55.97,30,Engenharia,Rio de Janeiro
A0002147,168.191.129-98,Talita Moreira,34.05,24,Direito,Rio de Janeiro
A0002148,085.435.709-21,Michael Peixoto,95.64,22,Biologia,São Paulo
A0002149,376.747.685-11,Raquel Figueira,86.11,20,Administração,Recife
A0002150,533.023.740-89,Julio Nogueira,28.73,19,Direito,Belo Horizonte
A0002151,494.186.870-62,Douglas Gomes,89.0,17,Psicologia,Porto Alegre
A0002152,860.731.469-65,Felipe Gomes,70.46,21,Psicologia,Belo Horizonte
A0002153,933.085.911-97,Enzo Pinheiro,84.33,17,Arquitetura,Belo Horizonte
A0002154,777.923.340-58,Carla Aguiar,14.71,27,Biologia,Manaus
A0002155,585.588.428-76,Adriel Figueira,35.73,23,Engenharia,São Paulo
A0002156,384.223.861-43,Marcelo Garcia,62.61,24,Direito,Curitiba
A0002157,460.214.841-77,Jackson Pimentel,13.1,21,Medicina,Recife
A0002158,991.986.480-39,Davi Antunes,24.49,23,Arquitetura,Belo Horizonte
A0002159,915.619.925-26,Simone Cavalcante,42.48,30,Arquitetura,São Paulo
A0002160,173.024.430-09,William Rocha,7.98,25,Engenharia,Porto Alegre
A0002161,240.076.855-25,Enzo Cruz,48.34,22,Administração,Salvador
A0002162,331.444.317-02,Wallace Vieira,80.19,25,Biologia,Rio de Janeiro
A0002163,451.411.832-03,Ingrid Miranda,77.66,25,Biologia,Curitiba
A0002164,302.775.820-91,Erick Coelho,44.49,20,Medicina,Porto Alegre
A0002165,957.346.315-66,Karen Ferreira,42.09,17,Direito,Belo Horizonte
A0002166,895.580.278-12,Eliane Medeiros,86.79,26,Direito,Porto Alegre
A0002167,923.207.395-13,Patrícia Araújo,23.43,30,Psicologia,Rio de Janeiro
A0002168,725.651.674-66,William Aguiar,24.07,23,Direito,São Paulo
A0002169,878.264.044-01,Otávio Gaspar,61.16,22,Administração,Brasília
A0002170,482.491.168-01,Vinícius Medeiros,22.35,28,Engenharia,Salvador
A0002171,985.282.923-80,Patrícia Coelho,69.26,27,Computação,Salvador
A0002172,605.593.238-59,William Freitas,70.38,24,Engenharia,Salvador
A0002173,901.219.658-21,Maurício Costa,91.52,29,Arquitetura,Salvador
A0002174,513.435.765-04,Yuri Azevedo,34.0,20,Administração,Salvador
A0002175,789.081.215-95,Thiago Queiroz,73.89,26,Engenharia,Porto Alegre
A0002176,596.861.506-09,Hugo Barros,54.15,21,Computação,Porto Alegre
A0002177,524.062.130-64,Amanda Coelho,77.6,22,Computação,Brasília
A0002178,260.300.020-90,Joana Moura,23.9,26,Direito,Rio de Janeiro
A0002179,561.669.053-86,Amanda Correia,9.36,17,Engenharia,São Paulo
A0002180,044.930.560-02,Melissa Cardoso,24.24,23,Arquitetura,Porto Alegre
A0002181,503.208.377-18,Ricardo Peixoto,55.76,29,Psicologia,Curitiba
A0002182,650.569.971-61,Karen Vasconcelos,87.41,28,Engenharia,Rio de Janeiro
A0002183,816.566.769-66,Paula Cavalcante,95.55,23,Direito,Rio de Janeiro
A0002184,930.036.887-74,Jorge Silva,97.33,25,Engenharia,Porto Alegre
A0002185,555.938.320-13,Michele Figueiredo,15.37,25,Administração,Brasília
A0002186,335.861.016-00,Davi Andrade,42.09,19,Administração,Salvador
A0002187,725.417.599-24,Levi Teixeira,86.85,27,Biologia,São Paulo
A0002188,628.378.481-07,Renata Freitas,10.99,27,Medicina,São Paulo
A0002189,476.049.123-62,Amanda Fonseca,68.94,24,Psicologia,São Paulo
A0002190,516.365.022-02,Francisco Assis,10.62,22,Engenharia,Curitiba
A0002191,386.956.356-78,Matheus Carneiro,21.57,19,Arquitetura,São Paulo
A0002192,308.976.233-12,Natália Souza,99.55,19,Administração,Manaus
A0002193,947.046.553-93,Aline Rodrigues,83.23,25,Arquitetura,São Paulo
A0002194,992.548.041-85,Beatriz Viana,42.39,18,Administração,Brasília
A0002195,409.501.329-00,Daniel Duarte,53.68,29,Engenharia,Rio de Janeiro
A0002196,104.308.132-10,Isabela Branco,39.65,27,Arquitetura,Brasília
A0002197,089.972.107-93,Michael Barbosa,4.46,17,Medicina,Manaus
A0002198,313.883.278-48,Larissa Alves,73.0,22,Biologia,Porto Alegre
A0002199,533.676.224-51,Yasmin Machado,1.5,22,Computação,Salvador
A0002200,844.462.665-19,Eduarda Figueira,58.56,23,Administração,Curitiba
A0002201,513.019.904-93,Ricardo Pacheco,70.79,30,Administração,Curitiba
A0002202,406.002.066-45,Diego Gaspar,71.77,20,Arquitetura,Curitiba
A0002203,624.332.873-24,Vitória Ferraz,52.61,20,Medicina,Brasília
A0002204,577.963.781-49,Estevão Coelho,90.59,30,Arquitetura,Rio de Janeiro
A0002205,288.993.465-93,Ingrid Vieira,62.65,20,Administração,Recife
A0002206,845.831.422-34,Marcela Dias,21.52,29,Direito,Manaus
A0002207,737.667.863-85,Joana Brandão,19.29,29,Psicologia,Rio de Janeiro
A0002208,155.496.348-64,Helena Alves,99.13,30,Biologia,São Paulo
A0002209,485.266.030-19,Melissa Reis,80.36,30,Biologia,Rio de Janeiro
A0002210,067.074.714-90,Raquel Cardoso,47.16,21,Biologia,Belo Horizonte
A0002211,948.818.495-73,Vitória Jesus,41.86,26,Engenharia,Recife
A0002212,327.187.259-74,Paulo Garcia,0.14,28,Administração,Porto Alegre
A0002213,880.796.920-33,Isabela Silva,53.22,26,Psicologia,São Paulo
A0002214,431.922.264-47,Frederico Antunes,28.9,24,Direito,Rio de Janeiro
A0002215,596.711.553-67,Marina Xavier,58.97,22,Psicologia,São Paulo
A0002216,595.595.014-10,Vitória Carneiro,79.92,18,Administração,Manaus
A0002217,927.987.952-90,Hugo Azevedo,88.26,29,Arquitetura,Belo Horizonte
A0002218,686.700.290-06,Diego Branco,79.96,27,Biologia,Manaus
A0002219,012.385.095-92,Jorge Neves,73.24,30,Engenharia,Recife
A0002220,245.560.604-00,Yasmin Nogueira,34.98,23,Medicina,São Paulo
A0002221,526.177.447-01,Alex Alves,51.15,26,Direito,Recife
A0002222,555.826.072-69,Marcos Pacheco,15.89,25,Computação,Curitiba
A0002223,657.803.292-49,Ivan Nogueira,66.51,17,Psicologia,Curitiba
A0002224,049.813.726-04,Daniela Duarte,93.83,30,Direito,Brasília
A0002225,594.034.011-33,Henrique Valente,42.76,27,Administração,Curitiba
A0002226,689.018.967-10,Rodrigo Gomes,72.79,21,Biologia,Recife
A0002227,371.443.420-88,Francisco Castro,92.23,19,Direito,São Paulo
A0002228,382.983.998-70,Frederico Neves,20.21,25,Psicologia,Rio de Janeiro
A0002229,408.892.824-55,Caio Cunha,67.64,27,Computação,Porto Alegre
A0002230,955.184.590-09,Vitória Medeiros,75.89,24,Biologia,Curitiba
A0002231,913.479.710-68,Cátia Morais,17.33,28,Direito,Recife
A0002232,387.195.233-86,Luciana Cardoso,71.12,22,Engenharia,São Paulo
A0002233,640.143.613-14,Paulo Branco,68.71,29,Arquitetura,Rio de Janeiro
A0002234,517.761.016-00,William Dias,25.79,17,Administração,Salvador
A0002235,480.377.117-06,Matheus Nogueira,88.23,24,Engenharia,Salvador
A0002236,025.532.771-48,Rafael Duarte,66.59,23,Administração,Manaus
A0002237,719.217.728-83,Daniel Figueiredo,44.4,29,Arquitetura,São Paulo
A0002238,861.682.543-66,Guilherme Campos,43.72,23,Arquitetura,Curitiba
A0002239,586.802.779-59,Alan Dias,35.01,28,Biologia,Salvador
A0002240,995.826.037-98,Matheus Dias,12.17,27,Psicologia,Porto Alegre
A0002241,524.877.590-62,Melissa Machado,62.94,28,Psicologia,Recife
A0002242,880.685.498-46,Leonardo Sampaio,2.97,22,Psicologia,Rio de Janeiro
A0002243,307.079.361-44,Gustavo Pacheco,70.82,24,Arquitetura,São Paulo
A0002244,914.348.110-85,Alexandre Dutra,95.74,25,Direito,Manaus
A0002245,221.917.614-29,Hélio Gaspar,19.68,26,Administração,Porto Alegre
A0002246,562.282.564-40,Nathan Vieira,78.42,20,Arquitetura,Belo Horizonte
A0002247,005.058.523-14,Matheus Maia,44.19,19,Administração,Porto Alegre
A0002248,839.029.200-92,Lúcia Aguiar,60.18,19,Administração,Porto Alegre
A0002249,488.413.286-65,Michael Queiroz,97.26,20,Administração,Rio de Janeiro
A0002250,683.588.864-46,Camila Ferraz,59.05,27,Psicologia,Manaus
A0002251,812.405.119-49,William Miranda,5.96,22,Medicina,Porto Alegre
A0002252,120.986.195-02,Raquel Moura,10.27,26,Biologia,Belo Horizonte
A0002253,535.864.933-63,Roberta Pacheco,7.03,23,Administração,Rio de Janeiro
A0002254,345.720.942-17,Raquel Sampaio,4.12,30,Arquitetura,Salvador
A0002255,393.567.894-01,Bruno Branco,53.61,20,Arquitetura,Manaus
A0002256,616.687.691-23,Marcos Vieira,95.1,25,Direito,Salvador
A0002257,340.544.828-05,Jéssica Almeida,13.79,30,Administração,Belo Horizonte
A0002258,661.271.474-33,Marina Brandão,57.41,17,Engenharia,Curitiba
A0002259,418.811.490-80,Letícia Henriques,8.55,19,Psicologia,Manaus
A0002260,569.824.469-30,Julio Bastos,73.3,17,Medicina,Manaus
A0002261,798.417.524-17,Renata Albuquerque,33.79,26,Medicina,Porto Alegre
A0002262,478.640.329-66,Julio Duarte,8.87,24,Arquitetura,Rio de Janeiro
A0002263,403.754.636-15,Natália Nogueira,3.77,20,Medicina,Brasília
A0002264,547.297.110-17,Jackson Barros,32.42,19,Administração,Brasília
A0002265,714.936.555-82,Maria Morais,99.51,30,Administração,Curitiba
A0002266,862.595.824-98,Cássio Peixoto,50.46,19,Arquitetura,Curitiba
A0002267,664.400.007-05,Sérgio Pimentel,81.32,30,Engenharia,Recife
A0002268,966.344.327-83,Leonardo Moreira,11.93,23,Computação,Salvador
A0002269,251.130.692-13,Amanda Farias,75.03,23,Biologia,Recife
A0002270,188.306.878-98,Igor Medeiros,66.42,20,Direito,Brasília
A0002271,824.370.216-47,Simone Bastos,26.2,22,Administração,Belo Horizonte
A0002272,950.388.763-15,Vitória Freitas,97.9,19,Administração,São Paulo
A0002273,668.674.011-04,Talita Figueiredo,22.7,18,Administração,Salvador
A0002274,456.382.407-05,Matheus Moura,57.52,24,Biologia,São Paulo
A0002275,343.153.524-03,William Padilha,10.26,26,Medicina,Salvador
A0002276,336.235.531-58,Lúcia Conceição,9.04,29,Arquitetura,Salvador
A0002277,287.838.996-42,Antonio Carneiro,45.16,28,Computação,Belo Horizonte
A0002278,302.467.489-66,Cássio Tavares,59.46,28,Direito,Porto Alegre
A0002279,941.199.413-02,Yuri Henriques,92.28,28,Engenharia,São Paulo
A0002280,760.530.930-92,Fernanda Costa,3.83,26,Direito,Manaus
A0002281,935.280.557-74,Débora Chagas,23.11,20,Administração,Rio de Janeiro
A0002282,507.178.404-17,Arthur Padilha,65.71,17,Direito,Belo Horizonte
A0002283,801.964.484-92,Christian Ribeiro,16.82,25,Biologia,Manaus
A0002284,178.546.957-68,Vitor Brandão,89.28,24,Arquitetura,São Paulo
A0002285,129.521.572-19,Luiz Melo,96.22,30,Medicina,Rio de Janeiro
A0002286,691.005.074-66,Gabriel Ribeiro,6.54,29,Biologia,Brasília
A0002287,358.348.280-86,Bruna Guimarães,36.74,26,Computação,Curitiba
A0002288,278.290.722-05,Simone Cunha,72.84,30,Arquitetura,Salvador
A0002289,074.969.308-81,Maria Barros,53.96,26,Engenharia,Recife
A0002290,373.630.480-37,Karen Reis,44.5,27,Computação,Rio de Janeiro
A0002291,371.684.214-17,Cristiane Sampaio,91.28,21,Arquitetura,Recife
A0002292,564.705.335-15,Ingrid Campos,97.85,20,Administração,Recife
A0002293,219.773.736-82,Natália Viana,81.28,19,Arquitetura,Manaus
A0002294,293.077.325-15,Estevão Miranda,2.48,25,Psicologia,Brasília
A0002295,241.982.740-61,Eduarda Monteiro,64.38,30,Computação,Rio de Janeiro
A0002296,654.200.131-00,Rodrigo Carneiro,1.55,26,Biologia,Salvador
A0002297,440.458.121-13,Vera Lopes,80.79,30,Medicina,Rio de Janeiro
A0002298,259.740.653-95,Caio Figueiredo,64.26,21,Psicologia,Salvador
A0002299,477.876.078-66,Pedro Maia,23.58,20,Psicologia,Porto Alegre
A0002300,223.605.003-84,Murilo Portela,67.28,30,Direito,Belo Horizonte
A0002301,354.422.366-08,Aline Correia,32.19,30,Arquitetura,Curitiba
A0002302,179.417.325-05,Vanessa Cardoso,96.44,27,Medicina,Salvador
A0002303,166.453.315-09,Wagner Henriques,93.21,22,Arquitetura,Porto Alegre
A0002304,341.976.483-91,Juliana Albuquerque,68.44,28,Medicina,Belo Horizonte
A0002305,902.606.321-04,Fernanda Lopes,98.18,27,Psicologia,São Paulo
A0002306,548.752.171-96,Simone Figueiredo,90.35,27,Computação,Recife
A0002307,573.738.381-46,Cláudio Teixeira,50.39,24,Medicina,Curitiba
A0002308,115.921.698-30,Sérgio Lopes,88.63,18,Direito,São Paulo
A0002309,016.094.931-92,Marcos Torres,13.31,24,Medicina,Porto Alegre
A0002310,276.702.770-33,Estevão Novaes,5.14,18,Medicina,Rio de Janeiro
A0002311,679.608.365-23,Marina Gaspar,60.32,24,Arquitetura,Belo Horizonte
A0002312,768.479.265-20,Michele Neves,97.54,19,Direito,Belo Horizonte
A0002313,791.863.932-43,Isaque Brandão,92.64,18,Psicologia,São Paulo
A0002314,935.116.981-20,Ricardo Souza,82.14,21,Direito,Porto Alegre
A0002315,913.238.449-10,Juliana Saraiva,22.41,19,Psicologia,São Paulo
A0002316,935.410.430-40,Diego Sampaio,21.97,19,Engenharia,Porto Alegre
A0002317,513.578.073-41,Ricardo Moura,58.02,29,Computação,Curitiba
A0002318,937.757.292-40,Paula Reis,9.5,17,Engenharia,Rio de Janeiro
A0002319,383.141.959-01,Marcelo Ramos,24.77,29,Medicina,Porto Alegre
A0002320,249.319.164-14,Felipe Costa,1.63,17,Psicologia,Curitiba
A0002321,411.527.395-06,Jorge Rocha,2.54,27,Computação,Belo Horizonte
A0002322,042.361.007-46,Thiago Tavares,59.37,25,Arquitetura,Brasília
A0002323,578.752.719-40,Yasmin Vasconcelos,64.12,21,Psicologia,Salvador
A0002324,733.951.699-95,Carolina Aguiar,71.89,24,Biologia,Rio de Janeiro
A0002325,233.672.107-49,Diego Almeida,66.43,25,Direito,Rio de Janeiro
A0002326,868.685.600-44,Carolina Aguiar,86.32,29,Administração,Belo Horizonte
A0002327,000.625.193-52,Talita Dias,93.07,18,Arquitetura,Brasília
A0002328,325.370.358-44,Vera Alves,42.67,20,Direito,Brasília
A0002329,420.224.003-05,Vanessa Garcia,0.76,27,Arquitetura,Rio de Janeiro
A0002330,518.065.260-00,Joana Castro,16.14,19,Direito,Curitiba
A0002331,083.494.259-38,Paula Figueiredo,88.11,17,Biologia,Brasília
A0002332,776.138.856-31,Bruno Xavier,68.83,24,Direito,Recife
A0002333,541.994.614-93,Maria Melo,22.25,29,Biologia,São Paulo
A0002334,584.912.658-99,Fernanda Duarte,11.55,22,Direito,Brasília
A0002335,678.794.743-74,Alex Correia,13.13,24,Administração,São Paulo
A0002336,859.846.746-45,Sofia Correia,26.03,29,Direito,Curitiba
A0002337,665.646.456-43,Fernanda Xavier,50.47,20,Direito,Rio de Janeiro
A0002338,223.242.328-04,Murilo Valente,78.92,28,Medicina,São Paulo
A0002339,916.970.459-79,Frederico Gonçalves,22.59,21,Administração,Brasília
A0002340,185.258.164-69,Amanda Gaspar,33.42,29,Arquitetura,Recife
A0002341,332.474.637-04,Alexandre Queiroz,92.74,29,Administração,Recife
A0002342,493.609.683-07,Marcos Portela,94.6,23,Computação,Belo Horizonte
A0002343,764.656.900-39,Henrique Soares,84.21,27,Direito,Salvador
A0002344,689.334.764-23,José Miranda,51.9,29,Biologia,Brasília
A0002345,366.868.109-08,Raquel Moreira,13.79,24,Computação,Belo Horizonte
A0002346,381.550.837-13,Letícia Gonçalves,74.2,21,Psicologia,Salvador
A0002347,704.543.892-30,Talita Vieira,21.33,30,Direito,Porto Alegre
A0002348,347.881.419-73,Helena Conceição,27.16,23,Engenharia,Belo Horizonte
A0002349,843.731.742-88,Emerson Chagas,63.57,26,Psicologia,Porto Alegre
A0002350,325.069.513-00,Ricardo Moura,37.55,29,Direito,Porto Alegre
A0002351,338.319.962-29,Igor Antunes,21.9,17,Engenharia,Salvador
A0002352,649.254.202-91,Renata Garcia,55.23,22,Direito,Salvador
A0002353,583.977.621-16,Caio Monteiro,57.8,28,Biologia,Recife
A0002354,469.338.738-03,Bruno Maia,34.22,24,Psicologia,Recife
A0002355,140.917.205-87,Levi Cunha,79.94,27,Psicologia,Belo Horizonte
